First Rest;Erste Pause;
Whiff of Salt;Salzige Brise;
Pokémon Center;Pokémon-Center;
Pokémon Gym;Pokémon-Arena;
Friendly Shop;Poké-Markt;
Lab in the Woods;Labor im Wald;
To the Mountains;In den Bergen;
Travelling Hoenn 8;Durch Hoenn 8;
Travelling Hoenn 1;Durch Hoenn 1;
Travelling Hoenn 2;Durch Hoenn 2;
Travelling Hoenn 3;Durch Hoenn 3;
Travelling Hoenn 4;Durch Hoenn 4;
Travelling Hoenn 5;Durch Hoenn 5;
Travelling Hoenn 6;Durch Hoenn 6;
Travelling Hoenn 7;Durch Hoenn 7;
Science and Nature;Natur und Wissenschaft;
Into the Wild;In die Wildnis;
Sealed for Eons;Versiegelt für Äonen;
High and Low;Ebbe und Flut;
Ships and Seaweed;Schiffe und Seegras;
White Mountain;Weißer Berg;
Hiding;Versteck;
Trainer 101;Wie man Trainer wird;
Whats Going On?;Was Passiert?;
Another Desert;Eine Andere Wüste;
Stop playback;Wiedergabe stoppen;
Choose a Song;Wähle ein Lied;
Islands 2;Eilande 2;
Battle-Regis;Kampf-Regis;
Battle-FB;Kampf-Koryphäe;
Battle-Time Space;Kampf-Raum Zeit;
Islands 3;Eilande 3;
Moonlight;Mondschein;
Hidden Land;Verborgenes Land;
%s got poisoned.;%s wurde vergiftet.;
%s got badly poisoned.;%s wurde schwer vergiftet.;
%s got burned.;%s wurde verbrannt.;
%s was frozen solid.;%s erstarrt zu Eis.;
%s fell asleep.;%s schläft ein.;
%s was paralyzed.;%s wurde paralysiert.;
%s was confused.;%s wurde verwirrt.;
%s gained laser focus.;%s schärft seine Sinne.;
%s levitated on electromagnetism.;%s schwebt dank Elektromagnetismus.;
%s formed an Aqua Ring.;%s bildet einen Wasserring.;
%s is getting pumped.;%s pumpt sich auf.;
%s planted its roots.;%s pflanzt seine Wurzeln.;
%s was identified.;%s wurde erkannt.;
%s was planted.;%s wurde bepflanzt.;
Scent of Grass;Duft der Wiese;
Atop the Trees;Über den Bäumen;
In Silence;In Stille;
%s disappeared|;%s verschwand|;
Exchange;Eintauschen;
%s protects itself.;%s schützt sich selbst.;
%s's protection was broken.;Der Schutz von %s wurde durchbrochen.;
Handed over %hu times the\nitem %s.;%hu-mal das Item\n%s übergeben.;
Handed over the %s.;%s übergeben.;
Distortion World;Zerrwelt;
Sailing;Zu Schiff;
Riding the Waves (alt);Zu See (var);
An Arena for Battles;Ein Ring für Kämpfe;
Used %hu times the\nitem %s.;%hu-mal das Item\n%s eingesetzt.;
Used the %s.;%s eingesetzt.;
HP;KP;
ATK;ANG;
DEF;VER;
SAT;SAN;
SDF;SVE;
SPD;INI;
(none);(leer);
Battle Factory;Kampffabrik;
New Mauville;Neu Malvenfroh;
Crystal Cavern;Kristallgrotte;
Lovely Coast;Nette Küste;
Walk some more to recharge\nthe Poké Radar!;Gehe ein paar Schritte um\ndas Poké-Radar aufzuladen!;
The Poké Radar couldn't find\nany Pokémon|;Das Poké-Radar konnte\nkeine Pokémon finden|;
Choose a Pokémon.;Welches Pokémon?;
How many items do you want to trash?;Wie viele Items wegwerfen?;
How many items do you want to sell?;Wie viele Items verkaufen?;
Choose a Record;Wähle eine Platte;
