Meteor Falls;Meteorfälle;
I'm trying to be like my big sisters.\nI'm growing flowers, too!\rHere you go!\nIt's for you!;Ich versuche, so zu sein wie meine großen\nSchwestern. Ich züchte auch Blumen!\rHier, das ist für dich!;
You can plant a Berry and grow it big,\nor you can make a Pokemon hold it.\rBut now they have a machine that mixes up\ndifferent Berries and makes candies\nfor Pokémon.\rI want some candy, too.;Du kannst eine Beere pflanzen und sie\nwachsen lassen, oder du gibst sie\neinem Pokémon zum Tragen.\rUnd neuerdings kann man Beren mit einer\nMaschine zu verschiedensten Süßigkeiten\nfür Pokémon mixen.\rIch möchte auch Süßigkeiten haben.;
Wow, you have Pokémon with you, too.\rWhen I get bigger, I'm going to go\nplaces with Pokémon, too.;Wow, du hast ja auch Pokémon dabei.\rWenn ich größer bin, werde ich auch\nimmer Pokémon dabeihaben.;
Pokémon Trainers' School\rIf I go to this school, will I be able\nto catch rare Pokémon easily?;Pokémon Trainerschule!\rWenn ich auf diese Schule gehe, werde ich\nspäter seltene Pokémon fangen können?;
Did you know this?\rYou can have a 2-on-2 battle even if\nyou're not with another Trainer.\rIf you catch the eyes of two Trainers\nwhen you have two or more Pokémon,\nthey'll both challenge you.\rDon't you think it'd be cool if you\ncould beat two Trainers by yourself?;Wusstest du schon?\rDu kannst auch an 2-gegen-2-Kämpfen\nteilnehmen, wenn du allein unterwegs bist.\rTriffst du auf zwei Trainer und hast\nmindestens zwei Pokémon dabei,\nwerden sie dich beide herausfordern.\rIch finde es total cool, wenn man allein\nzwei Trainer besiegt. Meinst du nicht?;
Pokémon Trainers' School\n[129]We'll teach you anything about Pokémon\";Pokémon Trainerschule\r[131]Wir bringen dir alles über\ndie Pokémon bei[129];
Cutter's House;Haus des Zerschneiders;
I challenged the Gym Leader, but|\rIt's not going to be easy winning with my\nFire-type Pokémon|\rFire-type Pokémon don't match up\nwell against Rock-type Pokémon|;Ich habe die Arenaleiterin herausgefordert,\naber|\rEs ist nicht einfach, mit meinen\nFeuer-Pokémon zu gewinnen|\rFeuer-Pokémon haben keinen guten\nStand gegenüber Gestein-Pokémon.;
Devon Corporation\n[129]For all your living needs, we make it all.\";Devon AG\n[131]Alles, was man im Leben braucht -\nwir stellen es her.[129];
Have you taken the Pokémon Gym challenge?\rWhen you get that shiny Gym Badge\nin hand, I guess Trainers begin to\nrealize what is required of them.;Hast du schon die Herausforderung der\nPokémon Arena angenommen?\rIch glaube, wenn sie den glänzenden Orden\nder Arena in der Hand halten, wird den\nTrainern klar, was von ihnen erwartet wird.;
The Devon Corporation|\nWe all just shorten it to Devon.\rThat company makes all sorts of\nconvenient products.;Die Devon Aktiengesellschaft|\nWir nennen sie kurz Devon.\rDie Firma stellt viele praktische Dinge her.;
Ah, the sea|\nHow I miss the sea|\rThe crushing waves below|\nThe restless sun above|\rHow I wish I could experience that\nonce again|;O, die See|\nWie vermisse ich doch die See|\rVon unten die schmetternden Wellen|\nVon oben die gleißende Sonne|\rWie ich mir doch wünsche, das noch\neinmal erleben zu dürfen|;
Would you like to offer your\nWishing Charm to the old man?;Möchtest du dem alten Mann\ndeinen Wunschpin geben?;
Haha, thank you, but I can't accept\nsomething so precious.\rBesides, it would be wasted on such\nan old man as myself|\rMy days as a sailor are long,\nlong gone, kid|\r| | | | |\rBut that reminds me, you look like\na fine Pokémon Trainer.\rPerhaps this Old Sea Map is of\ninterest to you|;Haha, danke, aber das kann ich\nnicht annehmen.\rBei einem alten Kauz wie mir\nwäre das reinste Verschwendung.\rMeine Tage als Segler sind lange,\nlange vorbei, Kind|\r| | | | |\rAber, das erinnert mich an etwas.\nDu siehst wie ein vorzüglicher Trainer aus.\rVielleicht findest du hierdran gefallen|;
Back in the day, I always tried to\nfind the place marked on the map,\nbut I never succeeded.\rBut you look like someone who is\nblessed with more luck than me|;Damals habe ich immer versucht,\nden Ort auf der Karte zu finden.\rAber ich war nie erfolgreich.\rAber du siehst aus, als hättest du\nmehr Glück als ich|;
[129]Timesaving tunnel nearing completing\"\r|Is what it says on the sign, but there's\nalso a big [129]X\" splashed across it|;[131]Zeitersparnis durch Tunnel -\nProjekt steht vor der Fertigstellung![129]\r| Das steht auf dem Schild, aber darüber\nwurde ein großes [131]X[129] gemalt|;
Route 115\n[477] Rustboro City;Route 115\n[477] Metarost City;
Exploring a cave isn't like walking on a road.\rYou never know when wild Pokémon will appear.\nIt's full of suspense.;Höhlenforschung ist nicht mit einem Spazier-\ngang auf einer Straße zu vergleichen.\rDu weißt nie, wann ein wildes Pokémon\nauftaucht. Du bist immer angespannt.;
Route 116\n[475] Rustboro City;Route 116\n[475] Metarost City;
--- Trainer Tips ---\rIf you want to stop a Pokémon from evolving,\npress the B Button while it is trying to evolve.\rThe startled Pokémon will stop.\rThis is called an evolution cancel.;-- Tipps für Trainer ---\rWenn du die Entwicklung eines Pokémon stoppen\nwillst, musste du den B-Knopf drücken,\nwährend es sich entwickeln will.\rDas Pokémon entwickelt sich dann nicht.\nDas nennt man Entwicklungsstopp.;
Hello? Didn't we meet before?\nI think back in Petalburg City.\rLet me introduce myself.\nMy name's Scott.\rI've been traveling everywhere in\nsearch of outstanding Trainers.\rMore specifically, I'm looking for\nPokémon battle experts.\rSo, what brings you to this School?\nAre you a Trainer, too?\rThe first thing you should do is to\nhave a Pokémon learn the move Cut.\rIf I remenber correctly, someone in\nthis town has the HM for Cut.;Hallo? Haben wir uns nicht schonnmal gesehen?\nIch glaube, das war in Blütenburg City?\rIch will mich mal vorstellen.\nMein Name ist Scott.\rIch reise durch die Lande, auf der Suche\nnach herausragenden Trainern.\rGenauer gesagt bin ich auf der Suche\nnach Experten des Pokémon-Kampfes.\rWas machst du in dieser Trainerschule?\nBist du auch ein Trainer?\rAls Erstes solltest du einem Pokémon die\nAttacke Zerschneider beibringen.\rUnd wenn ich mich recht erinnere, besitzt\njemand in diesem Ort die VM Zerschneider.;
Scott: Hmm|\rThe talent levels of the students here are\nunknown. The potentiel's there.;Scott: Hmm|\rWie viel Talent wohl in den Schülern hier\nsteckt? Das ist völlig unklar.;
It's this student's notebook|\rPokémon are to be caught using Poké Balls.\rUp to six Pokémon can accompany\na Pokémon Trainer.\rA Trainer is someone who catches Pokémon,\nraises them, and battles with them.\rA Trainer's mission is to defeat the strong\nTrainers who await challengers\nin Pokémon Gyms.;Das ist das Heft dieses Schülers|\rPokémon werden mit Pokébällen gefangen.\rBis zu sechs Pokémon können\nden Trainer begleiten.\rEin Trainer ist jemand, der Pokémon fängt,\nsie aufzieht, und mit ihnen kämpft.\rDie Aufgabe eines Trainers ist es, die starken\nTrainer zu besiegen, die in ihn\nin Arenen erwarten.;
Students who don't study get a little taste\nof my Quick Claw.\rWhether or not you are a good student will be\nevident from the way you use this item.;Schüler, die nicht aufpassen, bekommen\nmeine Flinkklaue zu spüren.\rWie du dieses Item einsetzt, zeigt, ob du ein\nguter Schüler bist oder nicht.;
A Pokémon holding the Quick Claw will\noccasionally speed up and get to move\nbefore its opponent.\rThere are many other items that are meant\nto be held by Pokémon.\rJust those alone will give you\nmany topics to study!;Ein Pokémon, das eine Flinkklaue trägt,\nsteigert seine Schnelligkeit und greift\neventuell vor seinem Gegner an.\rEs gibt noch viele andere Items, die von\neinem Pokémon getragen werden können.\rDu kannst also noch viel lernen.;
I always wanted a Seedot, and\nI'm finally getting one!;Ich wollte schon immer ein Samurzel haben -\nund endlich habe ich eines!;
I'm trading Pokémon with my friend right now.;Ich tausche gerade mit meinem\nFreund Pokémon.;
You know how some Pokémon moves can\nconfuse a Pokémon?\rA confused Pokémon will sometimes\nattack itself without meaning to.\rBut once it leaves battle, it will\nreturn to normal.;Weißt du, das man mit einigen Pokémon-Attacken\nein Pokémon verwirren kann?\rEin verwirrtes Pokémon wird sich manchmal\nselber verletzen ehne es zu wollen.\rAber sobald es aus dem Kampf genommen wird,\nist es wieder normal.;
Pokémon can hold items, but they\ndon't know what to do with man-made items\nlike Potion and Antidote.;Pokémon können Items tragen, aber sie wissen\nnicht, was sie mit Items von Menschen wie\nTrank oder Gegengift anfangen sollen.;
A Pokémon holding a Berry will heal itself|\rThere are many kinds of items that\nPokémon can hold|\rBoy, it sure is hard taking notes down|;Ein Pokémon, das eine Peere trägt,\nwird sich selber heilen|\rEs gibt viele Items, die ein Pokémon\ntragen kann|\rJunge, Junge, ist das alles schwer zu merken|;
That determined expression|\nThat limber way you move|\rAnd your well-trained Pokémon|\rYou're obviously a skilled Pokémon Trainer!\rNo, wait, don't say a word.\nI can tell just by looking at you.\rI'm sure that you can put this\nHidden Machine to good use.\rNo need to be modest or shy.\nGo on, take it!;Diese Entschlossenheit|\nDeine Beweglichkeit|\rDeine Hingabe für Pokémon|\rDu bist wirklich ein talentierter Trainer!\rNein, warte. Sag jetzt nichts.\nIch brauche dich nur anzuschauen.\rIch bin mir sicher, dass du mit dieser VM\nsehr gut umgehen wirst.\rKein Grund, so schüchtern zu sein.\nHier nimm sie!;
That Hidden Machine, or HM for short, is Cut.\rAn HM move is one that can be used\nby Pokémon outside of battle.\rAny Pokémon that's learned Cut can\nchop down thin trees if the Trainer\nhas earned the Stone Badge.;Diese VM, oder Versteckte Maschine,\nsie enthält Zerschneider.\rEine VM-Attacke kann außerhalb des Kampfes\nvon einem Pokémon eingesetzt werden kann.\rJedes Pokémon, das diese Attacke gelernt\nhat, kann kleine Bäume damit zerschneiden,\nwenn der Trainer den Steinorden besitzt.;
When they were expanding the city of\nRustboro, my dad helped out.\rHe made his Pokémon use Cut to clear\nthe land of trees.;Als sie die Stadt Metarost City vergrößert\nhaben, hat mein Vater ihnen geholfen.\rSeine Pokémon fällten die Bäume\nmit Zerschneider.;
Oh, Who might you be?\nYou're a new face around these parts.\rHave you just transferred into the\nPokémon Trainers' School?;Oh? Wer magst du wohl sein?\nEin neues Gesicht in dieser Gegend.\rBist du gerade in die Pokémon\nTrainerschule gekommen?;
The man next door gave me an HM!\rI used it to teach my Pokémon how to\nCut down skinny trees.;Der Mann nebenan hat mir eine VM gegeben!\rIch habe meinem Pokémon beigebracht,\ndamit kleinere Bäume zu zerschneiden.;
My Pokémon has a Naive nature, and my\nfriend's has a Jolly nature.\rIt's fascinating how Pokémon\nhave personalities!;Mein Pokémon hat ein naives Wesen und\ndas meines Freundes ein fröhliches.\rEs ist faszinierend, dass Pokémon\nunterschiedliche Persönlichkeiten haben.;
The old sailor Mr. Briney lives in a\ncottage by the sea.\rHe goes for walks in the tunnel\nevery so often.;Der alte Seebär Hr. Brack lebt in einer\nHütte am Meer.\rEr geht sehr oft in dem Tunnel spazieren.;
My Pokémon evolved.\nIt has a lot of HP now.\rI should buy Super Potions for it\ninstead of ordinary Potions.;Mein Pokémon hat sich entwickelt.\nEs hat jetzt sehr viele KP.\rIch sollte nun einige Supertränke\nanstelle der normalen Tränke kaufen.;
I'm getting an Escape Rope just in case\nI get lost in a cave.\rI just need to use it to get back to\nthe entrance.;Ich habe mir ein Fluchtseil besorgt, falls\nich mich mal in einer Höhle verlaufe.\rDamit kann ich zurück zum Eingang der\nHöhle gelangen.;
I'm buying some Paralyze Heals and\nAntidotes.\rJust in case I run into Shroomish\nin Petalburg Woods.;Ich habe einige Para-Heiler und etwas\nGegengift gekauft.\rNur für den Fall, dass mir ein Knilz\nim Blütenburgwald begegnet.;
I'm sorry, only authorized people\nare allowed to enter here.;Entschuldigung, aber ab hier haben\nnur autorisierte Personen Zutritt.;
Hello and welcome to the\nDevon Corporation.\rWe're proud produces of items and\nmedicine that enhance your life.;Hallo und Willkommen bei der\nDevon AG.\rWir sind stolz, Medizin und Items zu entwickeln,\ndie das Leben bereichern.;
Yo, how's it going?\rListen, my friend!\nWould you like to become the Champion?\rI'm no Trainer, not me, but I can\nsure give you winning advice.\rThat's settled, then! We'll aim for the\nPokémon Championship together!\rIt's your job as a Trainer to collect\nGym Badges, am I right?\rBut Gym Leaders aren't pushovers!\rAnd that's where I come in!\nI'm here to provide expert advice!\rRoxanne, the Gym Leader, is a user of\nRock-type Pokémon.\rThe Rock type is very durable, but it can't\nstand Water-type and Grass-type moves.\rCome and see me afterwards, if you beat\nthe Gym Leader.\rWell, go for it!;Hi, wie geht's?\rHör zu, mein Freund!\nWürdest du gerne Champ werden?\rIch bin kein Trainer. Ich nicht.\rAber ich kann dir trotzdem einen\nnützlichen Rat geben.\rAlso abgemacht!\rWir werden zusammen nach der\nPokémon Meisterschaft streben!\rAls Trainer musst du die Orden der\nArenen sammeln, habe ich Recht?\rAber die Arenaleiter sind nicht gerade\neinfach zu besiegen!\rUnd hier komme ich ins Spiel!\nIch werde dir einen Expertentipp geben!\rFelizia, die Arenaleiterin, setzt\nGestein-Pokémon ein.\rEin Gestein-Pokémon ist sehr zäh, hat aber\ngegen Wasser- und Pflanzen-Attacken keine Chance.\rKomm wieder vorbei, wenn du die\nArenaleiterin besiegt hast.\rHuh zeig, was du drauf hast!;
Whoa! What a breathtaking victory!\nMy cheering must've worked!\rGreat!\nCheck your Trainer's Card.\rThe Stone Badge you got should be\nproperly recorded on it.\rIn other words|\rYou've climbed the first step on\nthe stairs to the Championship!\rThat's got to feel awesome!;Hui! Was für ein atemberaubender Sieg!\nMeine Zurufe müssen gewirkt haben!\rGroßartig!\nSchau mal auf deinen Trainerpass.\rDer Steinorden, den du gerade bekommen\nhast, müsste dort schon vermerkt sein.\rNun hast du den ersten Schritt\nzur Meisterschaft erfolgreich absolviert!\rEin großartiges Gefühl!;
Hello, I am Roxanne, the Rustboro\nPokémon Gym Leader.\rI became a Gym Leader so that I might\napply what I learned at the Pokémon\nTrainers' School in battle.\rWould you kindly demonstrate how you battle,\nand with which Pokémon?;Hallo, ich bin Felizia, die Leiterin der\nArena von Metarost City.\rIch wurde Arenaleiterin, um mein Wissen\naus der Pokémon Trainerschule anzuwenden.\rWürdest du mir bitte zeigen, wie du\nkämpfst und mit welchen Pokémon?;
The Pokémon League's rules state that\nTrainers are to be given this Badge\nif they defeat a Gym Leader.\rPlease accept the official\nPokémon League Stone Badge.;Die Regeln der Pokémon Liga schreiben\nvor, dass Trainer, die einen Arenaleiter\nbesiegt haben, diesen Orden erhalten.\rBitte nimm den offiziellen Pokémon Liga\nSteinorden an!;
The Stone Badge enables your Pokémon to\nuse the HM move Cut outside of battle.\rFurther, now that you have a Gym Badge,\nstronger wild Pokémon will approach you.\rThis TM here may help you\nwhen battling them.;Der Steinorden ermöglicht deinen Pokémon,\ndie VM Zerschneider auch außerhalb eines\nKampfes einzusetzen.\rAußerdem wirst du jetzt stärkeren\nPokémon begegnen.\rDies möchte ich dir auch noch geben.;
That Technical Machine, TM48,\ncontains Rock Tomb.\rIt not only inflicts damage by dropping\nrocks, it also lowers Speed.\rIf you use a TM, it instantly teaches\nthe move to a Pokémon.\rRemember, you can use a TM as often as you\nlike, so try to experiment a little bit.;Diese Technische Maschine, TM48,\nenthält Felsgrab.\rSie richtet nicht nur Schaden an,\nsondern senkt auch die Initiative.\rSobald du eine TM aktivierst, wird die\nAttacke einem Pokémon beigebracht.\rVergiss nicht, du kannst eine TM beliebig\noft einsetzen. Sei also experimentierfreudig!;
Since you are so strong, you should\nchallenge other Gym Leaders.\rBy battling many Trainers, you should\nlearn many things.;Da du so stark bist, solltest du auch die\nanderen Arenaleiter herausfordern.\rDu lernst wertvolle Dinge dazu, wenn du\ngegen viele Trainer antrittst.;
Rustboro City Pokémon Gym;Metarost City Pokémon-Arena;
[RIVAL]: Oh hey, [PLAYER]!\nYou're challanging the Pokémon Gym?\rThen let me see how strong you have\nbecome since we last battled!;[RIVAL]: Oh hi, [PLAYER]!\nDu versuchst dich an der Pokémon-Arena?\rDann zeig mal, wie stark du inzwischen bist!;
[RIVAL]: That was nice!\nYou sure became strong fast, [PLAYER].\rBy the way, [PLAYER], how's you PokéDex?\nHave you filled in any pages yet?\rMine rules.\rAnyways, I gotta keep going.\nSo, see ya, [PLAYER]!;[RIVAL]: Das war toll!\nDu bist schon schnell gut geworden, [PLAYER].\rSo nebenbei, [PLAYER], was macht dein\nPokéDex? Schon ein paar Seiten gefüllt?\rMeiner? Der ist klasse!\rWie auch immer, ich muss weiter.\nAlso dann, bis bald [PLAYER]!;
Tunneler's Rest House;Berggasthaus;
Rusturf Tunnel\n[129]Linking Rustboro and Verdanturf\"\r[129]The tunnel project has been canceled.\";Metaflurtunnel\n[131]Verbindet Metarost City und Wiesenflur.[129]\r[131]Das Tunnelproject wurde abgebrochen.[129];
Nnn| Roar!\rI want to dig that tunnel!;Nnn| Brüll!\rIch will diesen verdammten Tunnel graben!;
What, are you coming?\nCome and get some, then!;Was? Du willst gegen uns antreten?\nNa, dann hol dir eine Tracht Prügel.;
Grah, keelhaul it all!\rThat Pokémon--totally worthless!\rAnd to think I made a getaway|\rIn this tunnel to nowhere!\rHey! You!\rSo you want to battle me?;Grrr, man sollte sie alle kielholen!\rDieses Pokémon hier -- völlig nutzlos!\rUnd dafür habe ich nun einen Fluchtweg in\ndiesem Tunnel nach Nirgendwo gegraben!\rHey! Du!\nForderst du mich etwa heraus?;
This is plain not right|\rThe Boss told me this would be a\nslick-and-easy job to pull.\rAll I had to do was steal some package\nfrom Devon.\rTch!\rYou want it back that badly, take it!;Das ist einfach nicht fair|\rDer Boss hat doch gesagt, der Job sei\nein wahres Kinderspiel.\rAlles, was ich zu tun hatte, war ein Paket\nvon Devon zu stehlen.\rTse! Wenn du es so dringend wiederhaben\nwillst, dann nimm es halt!;
Ohhh, what am I to do?\rWe were on our walk, Peeko and I, when\nwe were jumped by an odd thug|\rThe scoundrel made off with my\ndarling Peeko!\rWrrrooooooaaaar! Peeko!;Oooh, was mache ich nur?!?\rPecko und ich waren auf einem Spaziergang\nund da kam so ein Schlägertyp|\rDer Schurke hat mir meinen Liebling\nPecko geklaut!\rOoooooooooooooaaaargh! Pecko!;
Nnn| Roar!\nWhat's going on?\rI was digging the tunnel without\nany tools when some goon ordered me out!\rThat tunnel's filled with Pokémon\nthat react badly to loud noises.\rThey could cause an uproar.\rThat's why we stopped using heavy\nequipment for tunneling|\rI'm worried that the goon will do something\nstupid and startle the Pokémon into\nan uproar.;Nnn| Brüll|\nWas ist hier los?\rIch war dabei, einen Tunnel ohne Werkzeug\nzu graben, als so ein Idiot mich verjagt hat!\rDieser Tunnel ist voller Pokémon, die\nsensibel auf Lärm reagieren.\rSie können einen Aufruhr veranstalten.\rDaher arbeiten wir ohne schwere Maschinen an dem Tunnel|\rIch befürchte, dieser Idiot wird etwas Dummes\ntun und die Pokémon in Aufruhr versetzen.;
--- Trainer Tips ---\rYour Bag has several Pockets.\rItems you obtain are automatically\nplaced in the appropriate Pockets.\rNo Trainer can afford to be\nwithout a Bag of their own.;--- Tipps für Trainer ---\rDein Beutel hat mehrere Taschen.\rItems werden automatisch in die dafür\nvorgesehene Tasche gelegt.\rKein Trainer kann auf einen eigenen\nBeutel verzichten.;
Oh, neat!\nThat's the Badge from Rustboro Gym!\rYou must be a Trainer.\nYou should try using this item.;Oh, hübsch! Das ist der Orden \nder Arena in Metarost City!\rDu siehst wie ein Trainer aus.\nDann musst du dieses Item ausprobieren.;
It's a Miracle Seed.\rIf a Pokémon holds that item, its Grass-type\nmoves become stronger.\rBesides Miracle Seed, I think there are other\nconvenient items for Pokémon to hold.;Das ist eine Wundersaat.\rWenn ein Pokémon sie trägt, werden\nseine Pflanzen-Attacken stärker.\rNeben der Wundersaat gibt es noch andere\nItems, die von Pokémon getragen werden\nkönnen.;
Dad: I see| So, you've beaten\nthe Gym Leader in Rustboro City.\rBut there are many more Trainers\nwho are stronger than you, [PLAYER].\rAcross the sea in Dewford Town is a\nGym Leader named Brawly.\rYou should challenge him.;Vater: Oh, ich sehe schon| Du hast die\nArenaleiterin von Metarost City besiegt.\rAber es gibt weitere Trainer, die\nstärker sind als du, [PLAYER].\rWenn du das Meer überquerst,\nkommst du nach Faustauhaven.\rDort triffst du auf den\nArenaleiter Kamillo.\rDu solltest ihn wirklich herausfordern|;
Better get going|;Ich beeile mich besser|;
The sandstorm is too strong. It's impossible to keep going.;Der Sandsturm wütet zu stark. Ein Weiterkommen ist unmöglich.;
--- Trainer Tips ---\rAdvice on catching Pokémon with a Rod:\nPress the A Button if you get a bite.;--- Tipps für Trainer ---\rHinweis zum Fangen von Pokémon mit der Angel:\nDrücke A, wenn eines anbeißt.;
Dewford Town\n[129]A tiny island in the blue sea.[130];Faustauhaven\n[131]Eine kleine Insel im blauen Meer.[129];
Dewford Hall\n[129]Everyone's information exchange![130];Faustauhaven-Halle\n[131]Die Informationsbörse für jedermann![129];
--- Trainer Tips ---\rPokémon at the same level may not\nalways have identical stats.\rPokémon raised by Trainers are said\nto grow stronger than wild Pokémon.;--- Tipps für Trainer ---\rPokémon mit dem gleichen Level haben nicht\nunbedingt identische Statuswerte.\rPokémon, die von Trainern aufgezogen\nwerden, wachsen schneller als wilde\nPokémon.;
Seashore House\n[129]May hot battles rage on hot sands![130];Strandhaus\n[131]Heiße Kämpfe auf heißem Sand![129];
Slateport Market\n[129]Unique items found nowhere else![130];Graphitport City Markt\n[131]Einzigartige Items, so nur hier![129];
Stern's Shipyard\n[129]Wanted: A sailor capable of sailing\nin all currents.[130];Briggwerft\n[131]Gesucht: Ein erfahrener Seemann,\nder die Gefahr nicht scheut.[129];
[129]The endless sea sustains all life.[130]\nOceanic Museum;Ozeanmuseum\n[131]Das unendliche Meer erhält alles Leben.[129];
Pokémon Fan Club\n[129]Calling all fans of Pokémon![130];Pokémon-Fanclub\n[131]Wir rufen all Fans der Pokémon![129];
Battle Tent Slateport Site\n[129]Find it! The ultimate Pokémon![130];Kampfcamp Graphitport City\n[131]Finde es! Das ultimative Pokémon![129];
Name Rater's House\n[129]Pokémon nicknames rated.[130];Haus des Namenbewerters\n[131]Bewertung von Pokémon-Kosenamen.[129];
Slateport City\n[129]The port where people and Pokémon meet.[130];Graphitport City\n[131]Der Hafen, an dem sich Menschen\nund Pokémon begegnen.[129];
Slateport Harbor\n[129]The ferry S.S. Tidal is under\nconstruction in the Shipyard.[130];Graphitport Hafen\n[131]Die Fähre MS Tide ist noch im Bau.[129];
Route 110\n[477] Slateport City;Route 110\n[477] Graphitport City;
Seaside Cycling Rode;Küstenradweg;
Route 110\n[475] Route 103;Route 110\n[475] Route 103;
[129]Three steps [478] and two steps [476]\nto reach the wondrous Trick House.[130];[131]Drei Schritte [478] und zwei Schritte [476]\nbis zum wundersamen Rätselhaus.[129];
Seaside Parking;Küstenparkplatz;
--- Trainer Tips ---\rThe items in the Bag can be sorted\nby pressing Select.;--- Tipps für Trainer ---\rDie Items in deinem Beutel können\nmit Select sortiert werden.;
--- Trainer Tips ---\rThe foe can be made helpless by\nparalyzing it or causing it to sleep.\rIt is an important technique for\nPokémon battles.;--- Tipps für Trainer ---\rDer Gegner kann paralysiert oder in Schlaf\nversetzt werden und ist damit wehrlos.\rDas sind wichtige Techniken in einem\nPokémon-Kampf.;
Team Aqua was here.;Team Aqua war hier.;
Route 110\n[476] Mauville City;Route 110\n[476] Malvenfroh City;
Rydel's Cycles\n[129]Ride in gravel and shake up your soul![130];Rydel-Radladen\n[131]Radle im Dreck und erwecke deine Seele.[129];
Mauville City\n[129]The bright and shiny city of fun![130];Malvenfroh City\n[131]Die strahlende Stadt der Freude![129];
Mauville Game Corner\n[129]The play spot for all![130];Malvenfroh-Spielhalle\n[131]Die Spielhalle für alle![129];
Pokémon Day Care\n[129]Let us raise your Pokémon.[130];Pokémon-Pension\n[131]Lass uns teine Pokémon aufziehen.[129];
Route 117\n[478] Mauville City;Route 117\n[478] Malvenfroh City;
Route 117\n[475] Verdanturf Town;Route 117\n[475] Wiesenflur;
Battle Tent Verdanturf Site\n[129]Feast Your Eyes on Battles![130];Kampfcamp Wiesenflur\n[131]Wo Kämpfe eine Augenweide sind.[129];
Verdanturf Town\n[129]The windswept highlands with the\nsweet fragrance of grass.[130];Wiesenflur\n[131]Das vom Wind gestreichelte Hochland\n mit dem süßen Duft von Gras.[129];
Wanda's House;Heikes Haus;
Route 111\n[477] Mauville City;Route 111\n[477] Malvenfroh City;
[478] Trainer Hill Entrance\n[129]Scale the heights, you hot-blooded Trainers![130];[478] Eingang Trainerberg\n[131]Erklimm den Gipfel, heißblütiger Trainer![129];
[129]Our family's hearts beat as one![130]\nThe Winstrate's House;Das Haus der Sihgers\n[131]Die Herzen unserer Familie schlagen im Einklang![129];
--- Trainer Tips ---\rOne of the indicators of a Pokémon's\npowerfulness is Sp. Atk. It stands for\n[129]Special Attack.[130]\rLikewise, Sp. Def stands for [129]Special Defense.[130];--- Tipps für Trainer ---\rEin Indikator für die Stärke eines\nPokémon ist der Sp. Ang. Das steht für\n[131]Spezial Angriff[130].\rSp. Ver steht für [131]Spezial\nVerteidigung[130].;
Route 111\n[475] Route 112;Route 111\n[475] Route 112;
Old Lady's Rest Stop\n[129]Come in and rest your tired bones.[130];Hotel der Alten Dame\n[131]Komm, ruh deine müden Knochen aus.[129];
Route 111 [478]\n[475] Route 113;Route 111 [478]\n[475] Route 113;
DA|G|R! Vio|nt Po|ém|\nDo n|t |y to ca|t|h t|m|\rThe text is barely readable|;AC|T|G! Ge|hrl|ch| Pok|m|\nNic| ver|ch|n z| f|g|n!\rDer Text ist kaum zu entziffern.;
Mt. Chimney Cable Car\n[129]A short walk [476] way![130];Seilbahn zum Schlotberg\n[131]Ein kurzer Weg nach [476]![129];
Mt. Chimney\n[129]For Lavaridge Town or the summit,\nplease take the Cable Car.[130];Schlotberg\n[131]Bad Lavastadt oder den Gipfel\nerreichen Sie mit der Seilbahn.[129];
Route 112 [478]\n[475] Lavaridge Town;Route 112 [478]\n[475] Bad Lavastadt;
Lavaridge Town\n[129]Pokémon Center Hot Springs\nAn excellent place for relaxing![130];Bad Lavastadt\n[131]Pokémon-Center - Heiße Quellen\nDer ideale Ort zum Entspannen![129];
Pokémon Herb Shop\n[129]Bitter taste--better cure![130];Pokémon Kräuterladen\n[131]Bitterer Geschmack - Bessere Kur![129];
[475] Route 113\nRoute 111 [478];[475] Route 113\nRoute 111 [478];
--- Trainer Tips ---\rYou may register one of the Key Items\nin your Bag as Y\rSimply press Y to use\nthe registered item conveniently.;--- Tipps für Trainer ---\rDu kannst eines deiner Basis-Items in\ndeinem Beutel auf Y legen.\rDurch Drücken von Y kannst du so\nganz bequem das Item einsetzen.;
Glass Workshop\n[129]Turning Volcanic Ash into Glass Items[130];Glaswerkstatt\n[131]Glasdekor aus Vulkanasche.[129];
[129]| Po|émo| |nd | nat|r|[130]\n| L|ke a|h|\rThe sign seems to be very old|;[131]| Pok|mon |nd | Nat|[129]\n| See vor|\rDas Schild scheint sehr alt zu sein|;
Dewford Town Pokémon Gym;Faustauhaven Pokémon-Arena;
Hey, how's it going, Champion-\nbound [PLAYER]?\rDewford's Gym Leader Brawly commands\nFighting-type Pokémon.\rGoing against him with Normal-type\nPokémon is asking for trouble.\rFighting Pokémon will lay a serious\nsmack down on Normal Pokémon,\nso be careful!\rWhat's worse, the Gym is as dark as\nthe ocean floor.\rBut it will get brighter after defeating\nthe Trainers in your way.\rHey, okay, go for it!;Na, wie sieht es aus, auf dem Weg zum\nChamp, [PLAYER]?\rFaustauhavens Arenaleiter Kamillo\nbesitzt Kampf-Pokémon.\rWenn du dort Normal-Pokémon antreten\nlässt, sind Probleme vorprogrammiert!\rKampf-Pokémon schlagen Normal-Pokémon\neinfach nieder. Pass gut auf!\rUnd das Schlimme ist: Die Arena ist\ndunkel wie die Tiefsee!\rAber mit jedem Trainer, den du auf dem Weg\nzum Arenaleiter besiegst, wird sie heller!\rAlso, dann leg mal los!;
Whoah! It's turned too bright in here!\rYour future is bright, too!;Huuh!\nDas ist mir hier aber schon zu hell!\rDeine Zukunft wird strahlend hell sein!
