ARTERY;ARTERIE;けいどうみゃく;ARTERE;ARTERIA;ARTERIA;
BONE DENSITY;KNOCHENART;こつみつど;DENSITE;OSTEODENSITÀ;DENSID. ÓSEA;
GOMMAGE;REINIGUNG;ゴマージュ;PEELING;GOMMAGE;EXFOLIANTE;
STREAMING;FLIESSEND;ストリーミング;FLUX;STREAMING;STREAMING;
CONDUCTIVITY;LEITWERT;ちょうでんどう;CONDUCTIVITE;CONDUTTIVITÀ;CONDUCTIVO;
COPYRIGHT;COPYRIGHT;ちょさくけん;COPYRIGHT;COPYRIGHT;COPYRIGHT;
TWO-STEP;TANZ;ツーステップ;TWO-STEP;TWO STEP;ESCALERILLA;
CONTOUR;UMRISS;とうこうせん;RELIEF;ISOIPSA;CONTORNO;
NEUTRINO;NEUTRINO;ニュートリノ;NEUTRINO;NEUTRINO;NEUTRINO;
HOWLING;HEULEN;ハウリング;HURLER;MUGOLIO;AULLIDO;
SPREADSHEET;ARBEITSBLATT;ひょうけいさん;BULLETIN;FILE;HOJA CÁLCULO;
GMT;STANDARDZEIT;ひょうじゅんじ;GMT;GMT;TMG;
IRRITABILITY;MISSMUT;ふかいしすう;IRRITABILITE;MALCONTENTO;ENFADO;
FRACTALS;FRAKTAL;フラクタル;FRACTALES;FRATTALI;FRACTALES;
FLAMBE;FLAMBIERT;フランベ;FLAMBE;FLAMBÉ;FLAMBEADO;
STOCK PRICES;AKTIEN;へいきんかぶか;COTATION;QUOTAZIONI;COTIZACIÓN;
PH BALANCE;PH-WERT;ペーハー;PH;PH;PH;
VECTOR;VEKTOR;ベクトル;VECTEUR;VETTORE;VECTOR;
POLYPHENOL;POLYPHENOL;ポリフェノール;POLYPHENOL;POLIFENOLO;POLIFENOL;
UBIQUITOUS;UNIVERSELL;ユビキタス;UBIQUITE;ONNIPRESENTE;UBICUO;
REM SLEEP;REM-PHASE;レムすいみん;PARADOXAL;SONNO REM;FASE REM;
@UNION;KONNEX;ユニオン;UNION;CONTATTO;UNIÓN;
SINGLE;EINZELKAMPF;シングルバトル;SOLO;IN SINGOLO;INDIVIDUAL;
DOUBLE;DOPPELKAMPF;ダブルバトル;DUO;IN DOPPIO;DOBLE;
MIX BATTLE;MISCHKAMPF;ミックスバトル;COMBAT MIXTE;MISTA;COMBI;
MULTI BATTLE;MULTIKAMPF;マルチバトル;COMBAT MULTI;MULTIPLA;MÚLTIPLE;
LEVEL 50;LEVEL 50;レベル５０;NIVEAU 50;LIVELLO 50;NIVEL 50;
LEVEL 100;LEVEL 100;レベル１００;NIVEAU 100;LIVELLO 100;NIVEL 100;
COLOSSEUM;KOLOSSEUM;コロシアム;COLISEE;COLOSSEO;COLISEO;
POKéMON;POKéMON;ポケモン;POKéMON;POKéMON;POKéMON;
DRAWING;KRITZELN;おえかき;DESSIN;DISEGNO;DIBUJO;
GOTCHA;HAB DICH;ゲット;JE T'AI EU;CATTURATO;TE TENGO;
CONTEST;WETTBEWERB;コンテスト;CONCOURS;GARA;CONCURSO;
BATTLE TOWER;DUELLTURM;バトルタワー;TOUR COMBAT;TORRE LOTTA;T. BATALLA;
@POKéMON;POKéMON;ポケモン;POKéMON;POKéMON;POKéMON;
@MOVE;ATTACKE;わざ;CAPACITE;MOSSE;MOVIMIENTO;
@STATUS;STATUS;ステータス;STATUT;STATO;ESTADO;
@END;END;END;END;END;END;
